Input.Number	Input.Sentence	Answer.relations	Answer.if_single_relation	Answer.if_positive_agg	Answer.if_negative_agg	Answer.relationtype
350	humans are increasing the levels of carbon in the atmosphere 4	[[{'concept1': 'humans', 'relation': 'increasing', 'concept2': 'levels of carbon in the atmosphere', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'increasing the levels', 'concept2': 'carbon in the atmosphere', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'increasing', 'concept2': 'levels of carbon in the atmosphere', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
353	( state of fear harpercollinspublishers ) the conclusion that global warming is mainly caused by human activity and will continue if greenhouse gas emissions are not reduced has been endorsed by academies of science	[[{'concept1': 'global warming', 'relation': 'is mainly caused', 'concept2': 'by human activity', 'relationtype': 'negative'}], nan, [{'concept1': 'global warming', 'relation': 'caused by', 'concept2': 'human activity', 'relationtype': 'positive'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
356	i will attempt to prove that the reason for an abundance of greenhouse gases in as a result increased global temperatures is a result of human actions	[nan, [{'concept1': 'human actions', 'relation': 'increased', 'concept2': 'global temeratures', 'relationtype': 'positive'}], [{'concept1': 'abundance of greenhouse gases', 'relation': 'is a result of', 'concept2': 'human actions', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
361	i will attempt to prove that the reason for an abundance of greenhouse gases in the atmosphere increased global temperatures is a result of human actions	[[{'concept1': 'human actions', 'relation': 'is a result of', 'concept2': 'increased global temperatures', 'relationtype': 'positive'}, {'concept1': 'abundance of greenhouse gases in the atmosphere', 'relation': 'increased', 'concept2': 'global temperatures', 'relationtype': 'positive'}], nan, [{'concept1': 'human actions', 'relation': 'increased', 'concept2': 'global temperatures', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
364	humanity 's makes up approximately 3 % carbon dioxide gasses	[[{'concept1': 'humanity', 'relation': 'makes', 'concept2': '3 % carbon dioxide gasses', 'relationtype': 'negative'}], [{'concept1': 'humanity', 'relation': 'makes up', 'concept2': '3% carbon dioxide gasses', 'relationtype': 'positive'}], [{'concept1': 'humanity', 'relation': 'makes', 'concept2': 'gasses', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
372	laws are passed to reduce human green house gas emissions	[[{'concept1': 'laws', 'relation': 'reduce', 'concept2': 'emissions', 'relationtype': 'positive'}], [{'concept1': 'laws are passed', 'relation': 'reduce', 'concept2': 'green house gas emissions', 'relationtype': 'negative'}], [{'concept1': 'laws', 'relation': 'reduce', 'concept2': 'human green house gas emissions', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
374	humans have increased the amount of carbon dioxide	[[{'concept1': 'humans', 'relation': 'increased', 'concept2': 'amount of carbon dioxide', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'increased', 'concept2': 'the amount of carbon dioxide', 'relationtype': 'negative'}], [{'concept1': 'humans', 'relation': 'increased', 'concept2': 'amount', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
384	humans are able to create efficient carbon filters to decrease the amount of pollution	[[{'concept1': 'efficient carbon filters', 'relation': 'decrease', 'concept2': 'amount of pollution', 'relationtype': 'negative'}], [{'concept1': 'carbon filters', 'relation': 'decrease', 'concept2': 'pollution', 'relationtype': 'negative'}, {'concept1': 'humans', 'relation': 'create', 'concept2': 'carbon filters', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'decrease', 'concept2': 'pollution', 'relationtype': 'negative'}, {'concept1': 'humans', 'relation': 'create', 'concept2': 'efficient carbon filters', 'relationtype': 'positive'}]]	0	1	1	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
386	i will attempt to prove that the reason for an abundance of greenhouse gases in especially carbon dioxide increased global temperatures is a result of human actions	[nan, [{'concept1': 'abundance of greenhouse gases', 'relation': 'increased', 'concept2': 'global temperatures', 'relationtype': 'positive'}], [{'concept1': 'greenhouse gases', 'relation': 'increased', 'concept2': 'global temperatures', 'relationtype': 'positive'}, {'concept1': 'human actions', 'relation': 'result', 'concept2': 'global temperatures', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 2, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
390	less than 2/1 ,000 of all co2 is produced by human activity more stuff	[[{'concept1': 'human activity', 'relation': 'is produced by', 'concept2': 'less than 2/1 ,000 of all co2', 'relationtype': 'positive'}], [{'concept1': 'human activity', 'relation': 'produced', 'concept2': '2/1 ,000 of all co2', 'relationtype': 'positive'}], [{'concept1': 'activity', 'relation': 'produced', 'concept2': '2/1,000 of all co2', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
392	humans also give off many other emissions	[[{'concept1': 'humans', 'relation': 'give off', 'concept2': 'emissions', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'give off', 'concept2': 'emissions', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
398	humans are the greatest contributers to co2 output	[[{'concept1': 'humans', 'relation': 'contribute to', 'concept2': 'co2', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'contributers', 'concept2': 'co2 output', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'contributers', 'concept2': 'co2 output', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
399	manure storage systems represent a concern to air quality due to the potential impacts of methane on environmental quality , human health , and wellbeing swine	[[{'concept1': 'manure storage systems', 'relation': 'impacts', 'concept2': 'environmental quality', 'relationtype': 'negative'}, {'concept1': 'manure storage systems', 'relation': 'impacts', 'concept2': 'swine', 'relationtype': 'negative'}, {'concept1': 'manure storage systems', 'relation': 'impacts', 'concept2': 'human health', 'relationtype': 'negative'}], [{'concept1': 'manure storage systems', 'relation': 'impacts of methane', 'concept2': 'air quality', 'relationtype': 'positive'}], [{'concept1': 'manure storage systems', 'relation': 'a concern', 'concept2': 'air quality', 'relationtype': 'negative'}, {'concept1': 'methane', 'relation': 'impacts', 'concept2': 'air quality', 'relationtype': 'negative'}, {'concept1': 'methane', 'relation': 'impacts', 'concept2': 'human health', 'relationtype': 'negative'}, {'concept1': 'methane', 'relation': 'impacts', 'concept2': 'human health', 'relationtype': 'negative'}, {'concept1': 'methane', 'relation': 'impacts', 'concept2': 'wellbeing swine', 'relationtype': 'negative'}]]	0	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 5, 'agg': 3}}
408	humans are responsible for much of co2 generation	[[{'concept1': 'humans', 'relation': 'are responsible', 'concept2': 'co2 generation', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'responsible', 'concept2': 'co2 generation', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'responsible for', 'concept2': 'co2 generation', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
418	cooling are caused by fluctuations in the sun 's heat ( solar forcing ) , not by the minor greenhouse effect of human produced gases such as co2 and methane	[[{'concept1': 'cooling', 'relation': 'caused by', 'concept2': "fluctuations in the sun 's heat ( solar forcing", 'relationtype': 'positive'}], [{'concept1': 'cooling', 'relation': 'caused', 'concept2': "fluctuations in the sun 's heat", 'relationtype': 'positive'}], [{'concept1': "fluctuations in the sun 's heat", 'relation': 'caused', 'concept2': 'cooling', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
474	humans are producing 30 billion tons of co2 a year	[[{'concept1': 'humans', 'relation': 'producing', 'concept2': 'co2', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'producing', 'concept2': '30 billion tons of co2 a year', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'producing', 'concept2': '30 billion tons', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
481	human emissions relate to increases in the co2 level	[[{'concept1': 'human emissions', 'relation': 'increases', 'concept2': 'co2 level', 'relationtype': 'positive'}], [{'concept1': 'human emissions', 'relation': 'increases', 'concept2': 'co2 level', 'relationtype': 'positive'}], [{'concept1': 'human emissions', 'relation': 'increases', 'concept2': 'co2 level', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
523	co2 is emitted by humans	[[{'concept1': 'humans', 'relation': 'emit', 'concept2': 'co2', 'relationtype': 'positive'}], [{'concept1': 'co2', 'relation': 'emitted', 'concept2': 'humans', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'emitted', 'concept2': 'co2', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
538	humans have increased the concentration of that carbon dioxide a heat trapping green house gas	[[{'concept1': 'humans', 'relation': 'increase', 'concept2': 'concentration of carbon dioxide', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'increased', 'concept2': 'the concentration of that carbon dioxide', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'increased', 'concept2': 'the concentration of that carbon dioxide', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
541	raising animals humanely can use less feed reducing costs and improving the soil greenhouse gas emissions are often reduced when animals are healthy and have good welfare	[[{'concept1': 'raising animals humanely', 'relation': 'reducing', 'concept2': 'costs', 'relationtype': 'negative'}, {'concept1': 'raising animals humanely', 'relation': 'improving', 'concept2': 'soil', 'relationtype': 'positive'}, {'concept1': 'raising animals humanely', 'relation': 'reduced', 'concept2': 'greenhouse gas emissions', 'relationtype': 'negative'}], [{'concept1': 'animals', 'relation': 'reducing', 'concept2': 'costs', 'relationtype': 'negative'}, {'concept1': 'animals', 'relation': 'improving', 'concept2': 'the soil greenhouse gas emissions', 'relationtype': 'positive'}], [{'concept1': 'animals', 'relation': 'reducing costs and improving the soil', 'concept2': 'greenhouse gas emissions', 'relationtype': 'negative'}]]	0	1	1	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 1, 'max': 2, 'agg': 1}}
542	these emissions account for damaging human lungs	[[{'concept1': 'emissions', 'relation': 'damaging', 'concept2': 'human lungs', 'relationtype': 'negative'}], [{'concept1': 'emissions', 'relation': 'account', 'concept2': 'damaging human lungs', 'relationtype': 'positive'}], [{'concept1': 'emissions', 'relation': 'account', 'concept2': 'damaging human lungs', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
557	in conclusion , co2 is emitted by humans ''	[[{'concept1': 'humans', 'relation': 'is emitted by', 'concept2': 'co2', 'relationtype': 'positive'}], [{'concept1': 'co2', 'relation': 'emitted', 'concept2': 'humans', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'emit', 'concept2': 'co2', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
563	human produced co2 is warming the earth , not natural co2 released from the ocean and other carbon sinks ''	[[{'concept1': 'human produced co2', 'relation': 'is warming', 'concept2': 'earth', 'relationtype': 'positive'}], [{'concept1': 'human produced co2', 'relation': 'warming', 'concept2': 'the earth', 'relationtype': 'positive'}], [{'concept1': 'human produced co2', 'relation': 'warming', 'concept2': 'earth', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
570	humans do contribute to methane in the atmosphere	[[{'concept1': 'humans', 'relation': 'contribute', 'concept2': 'methane', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'contribute', 'concept2': 'methane in the atmosphere', 'relationtype': 'positive'}], [{'concept1': 'humand', 'relation': 'contribute to', 'concept2': 'methane in the atmosphere', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
576	human related emissions are responsible for the increase ''	[nan, [{'concept1': 'human related emissions', 'relation': 'responsible', 'concept2': 'increase', 'relationtype': 'negative'}], [{'concept1': 'emissions', 'relation': 'responsible', 'concept2': 'increase', 'relationtype': 'positive'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
582	1 ] , human co2 accounts for about 3 % to 8 % of the human effect on global warming	[[{'concept1': 'human co2', 'relation': 'effect', 'concept2': 'global warming', 'relationtype': 'positive'}], [{'concept1': 'Humans', 'relation': 'co2', 'concept2': 'global warming', 'relationtype': 'positive'}], [{'concept1': 'human co2 accounts for about 3 % to 8 % of the human', 'relation': 'effect', 'concept2': 'global warming', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
592	further independent evidence that humans are raising co2 levels comes from measurements of carbon	[[{'concept1': 'humans', 'relation': 'raising', 'concept2': 'levels', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'raising', 'concept2': 'co2 levels', 'relationtype': 'positive'}], [{'concept1': 'humans', 'relation': 'are raising', 'concept2': 'co2 levels', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
594	this unprecedented increase in atmospheric carbon dioxide can be attributed almost entirely to human activity	[[{'concept1': 'increase in atmospheric carbon dioxide', 'relation': 'attributed', 'concept2': 'human activity', 'relationtype': 'positive'}], nan, [{'concept1': 'human activity', 'relation': 'increase', 'concept2': 'atmospheric carbon dioxide', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
