Input.Number	Input.Sentence	Answer.detect	Answer.detect_agg
1450	now ) my opponent brings up the point of the consensus view of global warming caused by humans	['NoRelation', 'Relation', 'Relation']	Relation
1453	the human effect on global warming am making the case for the existence of agw	['NoRelation', 'NoisySentence', 'NoRelation']	NoRelation
1463	though natural events like erupting volcanoes and biological respiration can be shown to contribute to global warming , scientists are now 90 % certain that the increase in atmospheric temperatures is caused by exploding concentrations of green house gases caused by human activity [ 5 ]	['Relation', 'Relation', 'Relation']	Relation
1464	those blindly support global warming caused by humans	['NoRelation', 'Relation', 'Relation']	Relation
1472	this was to defend humans completely out of global warming for such as a fart contributes	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
1481	us have more time to generate ideas than us do with more humans using more energy to make resources and thus increasing global warming	['Relation', 'Relation', 'Relation']	Relation
1493	( 15 ) many people blame humans because well could be causing global warming	['Relation', 'Relation', 'Relation']	Relation
1497	this is right that means that because there is lot 's of global warming as showed in this graph also , that means human population is increasing , and human population is overpopulated , as there is lot 's of pollution ; alt = width / > now	['NoisySentence', 'NoRelation', 'Relation']	NoAgreement
1506	we should remain skeptical of global warming because not doing so might mean that the human race dump huge amounts of resources into preventing a disaster	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
1520	a change in the output of the sun , or a change in the earth 's orbit is nessecary for human beings to act to combat global warming	['Relation', 'NoisySentence', 'Relation']	Relation
1530	the human population sterile would die of natural factors such as global warming	['NoisySentence', 'NoRelation', 'Relation']	NoAgreement
1550	this * estimate is closer to % of global warming ( which means human activity has caused 85 % of global warming since 1975 , indicating a climate sensitivity of around 2 degrees c )	['Relation', 'Relation', 'Relation']	Relation
1582	if global warming is not caused by humans and we act regardless , the human race will waste huge amounts of resources on an unstopable problem	['NoRelation', 'Relation', 'NoRelation']	NoRelation
1587	almost all of the atmospheric heat is not caused by humans thereby dodges the continuity of global warming itself	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
1590	any evidence was supporting the human caused global warming theory	['NoRelation', 'Relation', 'Relation']	Relation
1600	animal agriculture was carried out without causing global warming or climate change until the last one hundred years when rapid human population increases necessitated an increased utilization of resources of the natural environment and many ecosystems	['Relation', 'Relation', 'Relation']	Relation
1612	is an addition to increased global warming / climate change human activity	['Relation', 'NoRelation', 'NoRelation']	NoRelation
1627	the arizona law forces police to ask alleged illegal immigrants if reasonable suspicion exists	['NoRelation', 'Relation', 'NoisySentence']	NoAgreement
1639	legalizing marijuana ca n't cure cancer	['NoRelation', 'Relation', 'NoRelation']	NoRelation
1641	the safest form of tobacco has shown to still cause cancer find it impossible to believe that marijuana is more dangerous than alcohol or tobacco	['Relation', 'Relation', 'Relation']	Relation
1648	the usage of marijuana , as the usage of marijuana is fact that a cancer patient is less likely to be administered cannabinoids ( they would definitely not smoke they ) than a teenager and does the walk to get high , and no other reason , is proven to cause many more	['NoRelation', 'Relation', 'NoisySentence']	NoAgreement
1667	the use of drugs does not cause lung cancer	['Relation', 'NoRelation', 'NoRelation']	NoRelation
1669	there are also several long term effects of marijuana , potentially causing lung cancer	['Relation', 'Relation', 'Relation']	Relation
1684	your say cannabis can reduce cancer	['Relation', 'Relation', 'Relation']	Relation
1687	many drugs are used in the treatment of hiv , malaria and cancer	['Relation', 'Relation', 'NoRelation']	Relation
1688	many drugs are used in the treatment of hiv , malaria and cancers ' millions	['Relation', 'Relation', 'NoRelation']	Relation
1689	many drugs taken for cancer or aids patients have death as a side effect on the label	['NoisySentence', 'NoRelation', 'Relation']	NoAgreement
1704	the harmful consequences of smoking marijuana are not limited to the following : premature cancer , addiction , coordination and perception impairment , hostility and increased aggres [ s general apathy ''	['Relation', 'Relation', 'Relation']	Relation
1720	the pain of cancer is numbed but also feel the pain of marijuana and usually end up dying depressed	['Relation', 'NoRelation', 'Relation']	Relation
1728	the medical benefits were associated with marijuana use : cancer	['Relation', 'Relation', 'Relation']	Relation
1745	doctors were using medical marijuana to slow down cancer	['Relation', 'Relation', 'Relation']	Relation
1749	this was what especially the lungs poor short term recall inability to shift attention normally inability to understand complex information an increased risk of developing lung , head and neck cancers lack of motivation decreased sperm count in men irregular menstruation in women clearly one can see the imminent danger of marijuana	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
1751	illegal drugs are a cancer to the world	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
1769	when taking the prescribed dosages of marijuana ; the chance of getting lung cancer is actually slightly lower because the marijuana kills cancerous cells	['Relation', 'Relation', 'Relation']	Relation
1781	war about the on cancer , the war on drugs , the war on poverty ,	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
1788	tobacco does cause lung cancer just because tobacco does not need to be smoked , while you are making my opponent 's argument with marijuana	['Relation', 'Relation', 'Relation']	Relation
1804	i will let you simmer into that thought process and also mentioned , that marijuana if consumed alternatively via vaporizer or pill form eliminates most of the cancer	['Relation', 'Relation', 'Relation']	Relation
1816	this was by suggesting that legal marijuana would cause lung cancer	['Relation', 'NoRelation', 'Relation']	Relation
1824	this marijuana has been known for many cancer patients	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
1825	this is what you think the companies that make cancer drugs would do everything the companies that make cancer drugs can to stop these guy	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
1826	this is what source two helps corroborate that marijuana causes cancer , marijuana mentions that	['NoisySentence', 'NoRelation', 'Relation']	NoAgreement
1853	marijuana is linked to helping cure cancer	['Relation', 'Relation', 'Relation']	Relation
1854	oh woops were the marijuana worsen cancer in your situation	['NoisySentence', 'Relation', 'NoisySentence']	NoisySentence
1855	marijuana is linked to higher odds of getting lung cancer	['Relation', 'Relation', 'Relation']	Relation
1861	marijuana kills cancer cells	['Relation', 'Relation', 'Relation']	Relation
1865	marijuana on its own is unlikely to lung cancer '	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
